SiteID,ProjectCode,TesterID,DATE,TIME,LOT NAME,LOGIN MODE,STOP TIME,RESTART TIME,DOWN TIME,KEYWORD,STATUS,ERROR CODE,ERROR TYPE,ERROR MESSAGE,MESSAGE,
NSTD,KK13,L02ER-16_07LE,25/02/20,17:00:01,123456,OPERATOR,,,,FAIL,03,,,,:00-FAIL:03-RATE:00%,
NSTD,KK13,L02ER-16_07LE,25/02/20,17:00:02,123456,OPERATOR,,,,RATE,00%,,,,:00-FAIL:03-RATE:00%,
NSTD,KK13,L02ER-16_07LE,25/02/20,17:00:02,123456,OPERATOR,,,,PRODUCTION TIME LOT,89:22:52,,,,PRODUCTION TIME LOT:89:22:52,
NSTD,KK13,L02ER-16_07LE,25/02/20,17:00:03,123456,OPERATOR,,,,DOWN TIME LOT,72:01:52,,,,DOWN TIME LOT:72:01:52,
NSTD,KK13,L02ER-16_07LE,25/02/20,17:00:04,123456,OPERATOR,,,,IDLE TIME LOT,77:09:19,,,,IDLE TIME LOT:77:09:19,
NSTD,KK13,L02ER-16_07LE,25/02/20,17:00:04,123456,OPERATOR,,,,PRODUCTION TIME,25:17:01,,,,PRODUCTION TIME:25:17:01,
NSTD,KK13,L02ER-16_07LE,25/02/20,17:00:05,123456,OPERATOR,,,,DOWN TIME,00:00:00,,,,DOWN TIME:00:00:00,
NSTD,KK13,L02ER-16_07LE,25/02/20,17:00:05,123456,OPERATOR,,,,IDLE TIME,00:00:16,,,,IDLE TIME:00:00:16,
NSTD,KK13,L02ER-16_07LE,25/02/20,18:00:00,123456,OPERATOR,,,,INPUT,00,,,,:00-FAIL:03-RATE:00%,
NSTD,KK13,L02ER-16_07LE,25/02/20,18:00:01,123456,OPERATOR,,,,PASS,00,,,,:00-FAIL:03-RATE:00%,
NSTD,KK13,L02ER-16_07LE,25/02/20,18:00:01,123456,OPERATOR,,,,FAIL,03,,,,:00-FAIL:03-RATE:00%,
NSTD,KK13,L02ER-16_07LE,25/02/20,18:00:02,123456,OPERATOR,,,,RATE,00%,,,,:00-FAIL:03-RATE:00%,
NSTD,KK13,L02ER-16_07LE,25/02/20,18:00:02,123456,OPERATOR,,,,PRODUCTION TIME LOT,89:22:52,,,,PRODUCTION TIME LOT:89:22:52,
NSTD,KK13,L02ER-16_07LE,25/02/20,18:00:03,123456,OPERATOR,,,,DOWN TIME LOT,74:13:52,,,,DOWN TIME LOT:74:13:52,
NSTD,KK13,L02ER-16_07LE,25/02/20,18:00:04,123456,OPERATOR,,,,IDLE TIME LOT,77:09:19,,,,IDLE TIME LOT:77:09:19,
NSTD,KK13,L02ER-16_07LE,25/02/20,18:00:04,123456,OPERATOR,,,,PRODUCTION TIME,25:17:01,,,,PRODUCTION TIME:25:17:01,
NSTD,KK13,L02ER-16_07LE,25/02/20,18:00:05,123456,OPERATOR,,,,DOWN TIME,00:00:00,,,,DOWN TIME:00:00:00,
NSTD,KK13,L02ER-16_07LE,25/02/20,18:00:05,123456,OPERATOR,,,,IDLE TIME,00:00:16,,,,IDLE TIME:00:00:16,
NSTD,KK13,L02ER-16_07LE,25/02/20,19:00:00,123456,OPERATOR,,,,INPUT,00,,,,:00-FAIL:03-RATE:00%,
NSTD,KK13,L02ER-16_07LE,25/02/20,19:00:01,123456,OPERATOR,,,,PASS,00,,,,:00-FAIL:03-RATE:00%,
NSTD,KK13,L02ER-16_07LE,25/02/20,19:00:01,123456,OPERATOR,,,,FAIL,03,,,,:00-FAIL:03-RATE:00%,
NSTD,KK13,L02ER-16_07LE,25/02/20,19:00:02,123456,OPERATOR,,,,RATE,00%,,,,:00-FAIL:03-RATE:00%,
NSTD,KK13,L02ER-16_07LE,25/02/20,19:00:02,123456,OPERATOR,,,,PRODUCTION TIME LOT,89:22:52,,,,PRODUCTION TIME LOT:89:22:52,
NSTD,KK13,L02ER-16_07LE,25/02/20,19:00:03,123456,OPERATOR,,,,DOWN TIME LOT,77:01:52,,,,DOWN TIME LOT:77:01:52,
NSTD,KK13,L02ER-16_07LE,25/02/20,19:00:04,123456,OPERATOR,,,,IDLE TIME LOT,77:09:19,,,,IDLE TIME LOT:77:09:19,
NSTD,KK13,L02ER-16_07LE,25/02/20,19:00:04,123456,OPERATOR,,,,PRODUCTION TIME,25:17:01,,,,PRODUCTION TIME:25:17:01,
NSTD,KK13,L02ER-16_07LE,25/02/20,19:00:05,123456,OPERATOR,,,,DOWN TIME,00:00:00,,,,DOWN TIME:00:00:00,
NSTD,KK13,L02ER-16_07LE,25/02/20,19:00:05,123456,OPERATOR,,,,IDLE TIME,00:00:16,,,,IDLE TIME:00:00:16,
NSTD,KK13,L02ER-16_07LE,25/02/20,20:00:00,123456,OPERATOR,,,,INPUT,00,,,,:00-FAIL:03-RATE:00%,
NSTD,KK13,L02ER-16_07LE,25/02/20,20:00:01,123456,OPERATOR,,,,PASS,00,,,,:00-FAIL:03-RATE:00%,
NSTD,KK13,L02ER-16_07LE,25/02/20,20:00:01,123456,OPERATOR,,,,FAIL,03,,,,:00-FAIL:03-RATE:00%,
NSTD,KK13,L02ER-16_07LE,25/02/20,20:00:02,123456,OPERATOR,,,,RATE,00%,,,,:00-FAIL:03-RATE:00%,
NSTD,KK13,L02ER-16_07LE,25/02/20,20:00:02,123456,OPERATOR,,,,PRODUCTION TIME LOT,89:22:52,,,,PRODUCTION TIME LOT:89:22:52,
NSTD,KK13,L02ER-16_07LE,25/02/20,20:00:03,123456,OPERATOR,,,,DOWN TIME LOT,79:13:52,,,,DOWN TIME LOT:79:13:52,
NSTD,KK13,L02ER-16_07LE,25/02/20,20:00:04,123456,OPERATOR,,,,IDLE TIME LOT,77:09:19,,,,IDLE TIME LOT:77:09:19,
NSTD,KK13,L02ER-16_07LE,25/02/20,20:00:04,123456,OPERATOR,,,,PRODUCTION TIME,25:17:01,,,,PRODUCTION TIME:25:17:01,
NSTD,KK13,L02ER-16_07LE,25/02/20,20:00:05,123456,OPERATOR,,,,DOWN TIME,00:00:00,,,,DOWN TIME:00:00:00,
NSTD,KK13,L02ER-16_07LE,25/02/20,20:00:05,123456,OPERATOR,,,,IDLE TIME,00:00:16,,,,IDLE TIME:00:00:16,
NSTD,KK13,L02ER-16_07LE,25/02/20,21:00:00,123456,OPERATOR,,,,INPUT,00,,,,:00-FAIL:03-RATE:00%,
NSTD,KK13,L02ER-16_07LE,25/02/20,21:00:01,123456,OPERATOR,,,,PASS,00,,,,:00-FAIL:03-RATE:00%,
NSTD,KK13,L02ER-16_07LE,25/02/20,21:00:01,123456,OPERATOR,,,,FAIL,03,,,,:00-FAIL:03-RATE:00%,
NSTD,KK13,L02ER-16_07LE,25/02/20,21:00:02,123456,OPERATOR,,,,RATE,00%,,,,:00-FAIL:03-RATE:00%,
NSTD,KK13,L02ER-16_07LE,25/02/20,21:00:02,123456,OPERATOR,,,,PRODUCTION TIME LOT,89:22:52,,,,PRODUCTION TIME LOT:89:22:52,
NSTD,KK13,L02ER-16_07LE,25/02/20,21:00:03,123456,OPERATOR,,,,DOWN TIME LOT,82:01:52,,,,DOWN TIME LOT:82:01:52,
NSTD,KK13,L02ER-16_07LE,25/02/20,21:00:04,123456,OPERATOR,,,,IDLE TIME LOT,77:09:19,,,,IDLE TIME LOT:77:09:19,
NSTD,KK13,L02ER-16_07LE,25/02/20,21:00:04,123456,OPERATOR,,,,PRODUCTION TIME,25:17:01,,,,PRODUCTION TIME:25:17:01,
NSTD,KK13,L02ER-16_07LE,25/02/20,21:00:05,123456,OPERATOR,,,,DOWN TIME,00:00:00,,,,DOWN TIME:00:00:00,
NSTD,KK13,L02ER-16_07LE,25/02/20,21:00:05,123456,OPERATOR,,,,IDLE TIME,00:00:16,,,,IDLE TIME:00:00:16,
NSTD,KK13,L02ER-16_07LE,25/02/20,22:00:00,123456,OPERATOR,,,,INPUT,00,,,,:00-FAIL:03-RATE:00%,
NSTD,KK13,L02ER-16_07LE,25/02/20,22:00:01,123456,OPERATOR,,,,PASS,00,,,,:00-FAIL:03-RATE:00%,
NSTD,KK13,L02ER-16_07LE,25/02/20,22:00:01,123456,OPERATOR,,,,FAIL,03,,,,:00-FAIL:03-RATE:00%,
NSTD,KK13,L02ER-16_07LE,25/02/20,22:00:02,123456,OPERATOR,,,,RATE,00%,,,,:00-FAIL:03-RATE:00%,
NSTD,KK13,L02ER-16_07LE,25/02/20,22:00:02,123456,OPERATOR,,,,PRODUCTION TIME LOT,89:22:52,,,,PRODUCTION TIME LOT:89:22:52,
NSTD,KK13,L02ER-16_07LE,25/02/20,22:00:03,123456,OPERATOR,,,,DOWN TIME LOT,84:13:52,,,,DOWN TIME LOT:84:13:52,
NSTD,KK13,L02ER-16_07LE,25/02/20,22:00:04,123456,OPERATOR,,,,IDLE TIME LOT,77:09:19,,,,IDLE TIME LOT:77:09:19,
NSTD,KK13,L02ER-16_07LE,25/02/20,22:00:04,123456,OPERATOR,,,,PRODUCTION TIME,25:17:01,,,,PRODUCTION TIME:25:17:01,
NSTD,KK13,L02ER-16_07LE,25/02/20,22:00:05,123456,OPERATOR,,,,DOWN TIME,00:00:00,,,,DOWN TIME:00:00:00,
NSTD,KK13,L02ER-16_07LE,25/02/20,22:00:05,123456,OPERATOR,,,,IDLE TIME,00:00:16,,,,IDLE TIME:00:00:16,
NSTD,KK13,L02ER-16_07LE,25/02/20,23:00:00,123456,OPERATOR,,,,INPUT,00,,,,:00-FAIL:03-RATE:00%,
NSTD,KK13,L02ER-16_07LE,25/02/20,23:00:01,123456,OPERATOR,,,,PASS,00,,,,:00-FAIL:03-RATE:00%,
NSTD,KK13,L02ER-16_07LE,25/02/20,23:00:01,123456,OPERATOR,,,,FAIL,03,,,,:00-FAIL:03-RATE:00%,
NSTD,KK13,L02ER-16_07LE,25/02/20,23:00:02,123456,OPERATOR,,,,RATE,00%,,,,:00-FAIL:03-RATE:00%,
NSTD,KK13,L02ER-16_07LE,25/02/20,23:00:02,123456,OPERATOR,,,,PRODUCTION TIME LOT,89:22:52,,,,PRODUCTION TIME LOT:89:22:52,
NSTD,KK13,L02ER-16_07LE,25/02/20,23:00:03,123456,OPERATOR,,,,DOWN TIME LOT,87:01:52,,,,DOWN TIME LOT:87:01:52,
NSTD,KK13,L02ER-16_07LE,25/02/20,23:00:04,123456,OPERATOR,,,,IDLE TIME LOT,77:09:19,,,,IDLE TIME LOT:77:09:19,
NSTD,KK13,L02ER-16_07LE,25/02/20,23:00:04,123456,OPERATOR,,,,PRODUCTION TIME,25:17:01,,,,PRODUCTION TIME:25:17:01,
NSTD,KK13,L02ER-16_07LE,25/02/20,23:00:05,123456,OPERATOR,,,,DOWN TIME,00:00:00,,,,DOWN TIME:00:00:00,
NSTD,KK13,L02ER-16_07LE,25/02/20,23:00:05,123456,OPERATOR,,,,IDLE TIME,00:00:16,,,,IDLE TIME:00:00:16,
